Probeset	Label	NCBIGeneID	GeneSymbol
ENSG00000196502	SULT1A1	6817	SULT1A1
ENSG00000184110	EIF3C	8663	EIF3C
ENSG00000251417	RP11-1348G14.4		RP11-1348G14.4
ENSG00000168488	ATXN2L	11273	ATXN2L
ENSG00000178952	TUFM	7284	TUFM
ENSG00000178188	SH2B1	25970	SH2B1
ENSG00000177548	RABEP2	79874	RABEP2
ENSG00000176953	NFATC2IP	84901	NFATC2IP
ENSG00000260853	RP11-264B17.2		RP11-264B17.2
ENSG00000169682	SPNS1	83985	SPNS1
ENSG00000213658	LAT	27040	LAT
ENSG00000261552	RP11-264B17.5		RP11-264B17.5
ENSG00000196796	CTB-134H23.2		CTB-134H23.2
ENSG00000259807	RP11-426C22.4		RP11-426C22.4
ENSG00000198106	RP11-231C14.7		RP11-231C14.7
ENSG00000254206	NPIPB11	728888	NPIPB11
ENSG00000278509	AC025279.1		AC025279.1
ENSG00000261740	RP11-345J4.5		RP11-345J4.5
ENSG00000260280	SLX1B-SULT1A4	100526831	SLX1B-SULT1A4
ENSG00000213648	SULT1A4	445329	SULT1A4
ENSG00000169203	RP11-231C14.4		RP11-231C14.4
ENSG00000197471	SPN	6693	SPN
ENSG00000103485	QPRT	23475	QPRT
ENSG00000174992	ZG16	653808	ZG16
ENSG00000079616	KIF22	3835	KIF22
ENSG00000103495	MAZ	4150	MAZ
ENSG00000238045	AC009133.12		AC009133.12
ENSG00000167371	PRRT2	112476	PRRT2
ENSG00000280789	PAGR1	79447	PAGR1
ENSG00000013364	MVP	9961	MVP
ENSG00000103502	CDIPT	10423	CDIPT
ENSG00000174943	KCTD13	253980	KCTD13
ENSG00000279789	CTD-2574D22.3		CTD-2574D22.3
ENSG00000260114	CTD-2574D22.4		CTD-2574D22.4
ENSG00000149932	TMEM219	124446	TMEM219
ENSG00000149930	TAOK2	9344	TAOK2
ENSG00000149929	HIRIP3	8479	HIRIP3
ENSG00000169592	INO80E	283899	INO80E
ENSG00000149925	ALDOA	226	ALDOA
ENSG00000149923	PPP4C	5531	PPP4C
ENSG00000090238	YPEL3	83719	YPEL3
ENSG00000102886	GDPD3	79153	GDPD3
ENSG00000261367	RP11-455F5.4		RP11-455F5.4
ENSG00000275371	RP11-455F5.6		RP11-455F5.6
ENSG00000102882	MAPK3	5595	MAPK3
ENSG00000261052	SULT1A3	6818	SULT1A3
ENSG00000258130	RP11-347C12.3		RP11-347C12.3
ENSG00000198064	RP11-347C12.1		RP11-347C12.1
ENSG00000183604	SMG1P5	595101	SMG1P5
ENSG00000169217	CD2BP2	10421	CD2BP2
ENSG00000169221	TBC1D10B	26000	TBC1D10B
ENSG00000180096	SEPT1	1731	SEPT1
ENSG00000280137	RP11-297C4.6		RP11-297C4.6
ENSG00000179958	DCTPP1	79077	DCTPP1
ENSG00000179918	SEPHS2	22928	SEPHS2
ENSG00000005844	ITGAL	3683	ITGAL
ENSG00000260487	RP11-297C4.3		RP11-297C4.3
ENSG00000169955	ZNF747	65988	ZNF747
ENSG00000169951	ZNF764	92595	ZNF764
ENSG00000229809	ZNF688	146542	ZNF688
ENSG00000197162	ZNF785	146540	ZNF785
ENSG00000261588	AC002310.17		AC002310.17
ENSG00000156858	PRR14	78994	PRR14
ENSG00000156860	FBRS	64319	FBRS
ENSG00000080603	SRCAP	10847	SRCAP
ENSG00000156873	PHKG2	5261	PHKG2
ENSG00000103549	RNF40	9810	RNF40
ENSG00000274848	Metazoa_SRP		Metazoa_SRP
ENSG00000099365	STX1B	112755	STX1B
ENSG00000103496	STX4	6810	STX4
ENSG00000232748	RP11-196G11.6		RP11-196G11.6
ENSG00000103510	KAT8	84148	KAT8
ENSG00000262766	RP11-196G11.4		RP11-196G11.4
ENSG00000278133	RP11-196G11.5		RP11-196G11.5
ENSG00000261385	RP11-388M20.2		RP11-388M20.2
ENSG00000052344	PRSS8	5652	PRSS8
ENSG00000089280	FUS	2521	FUS
ENSG00000260060	RP11-388M20.1		RP11-388M20.1
ENSG00000177238	TRIM72	493829	TRIM72
ENSG00000140678	ITGAX	3687	ITGAX
ENSG00000156886	ITGAD	3681	ITGAD
ENSG00000280132	RP11-452L6.6		RP11-452L6.6
ENSG00000140682	TGFB1I1	7041	TGFB1I1
ENSG00000140688	C16orf58	64755	C16orf58
ENSG00000131797	CLUHP3	100132341	CLUHP3
ENSG00000197302	ZNF720	124411	ZNF720
ENSG00000185947	ZNF267	10308	ZNF267
ENSG00000279997	RP11-56L13.3		RP11-56L13.3
ENSG00000261599	HERC2P8	440366	HERC2P8
ENSG00000069329	VPS35	55737	VPS35
ENSG00000261131	RP11-93O14.2		RP11-93O14.2
ENSG00000091651	ORC6	23594	ORC6
ENSG00000140795	MYLK3	91807	MYLK3
ENSG00000155330	C16orf87	388272	C16orf87
ENSG00000166123	GPT2	84706	GPT2
ENSG00000069345	DNAJA2	10294	DNAJA2
ENSG00000129636	ITFG1	81533	ITFG1
ENSG00000102893	PHKB	5257	PHKB
ENSG00000262038	RP11-177N22.3		RP11-177N22.3
ENSG00000102910	LONP2	83752	LONP2
ENSG00000280067	CTD-2600H12.2		CTD-2600H12.2
ENSG00000196470	SIAH1	6477	SIAH1
ENSG00000275909	Metazoa_SRP		Metazoa_SRP
ENSG00000102921	N4BP1	9683	N4BP1
ENSG00000260086	RP11-42I10.1		RP11-42I10.1
ENSG00000265708	AC027348.1		AC027348.1
ENSG00000205423	CNEP1R1	255919	CNEP1R1
ENSG00000155393	HEATR3	55027	HEATR3
ENSG00000121274	PAPD5	64282	PAPD5
ENSG00000121281	ADCY7	113	ADCY7
ENSG00000166164	BRD7	29117	BRD7
ENSG00000167208	SNX20	124460	SNX20
ENSG00000260929	RP11-327F22.1		RP11-327F22.1
ENSG00000083799	CYLD	1540	CYLD
ENSG00000224578	HNRNPA1P48	642659	HNRNPA1P48
ENSG00000260975	RP11-142G1.3		RP11-142G1.3
ENSG00000103460	TOX3	27324	TOX3
ENSG00000177200	CHD9	80205	CHD9
ENSG00000261804	RP11-44F14.2		RP11-44F14.2
ENSG00000103479	RBL2	5934	RBL2
ENSG00000279344	RP11-44F14.7		RP11-44F14.7
ENSG00000279722	RP11-44F14.6		RP11-44F14.6
ENSG00000166971	AKTIP	64400	AKTIP
ENSG00000103494	RPGRIP1L	23322	RPGRIP1L
ENSG00000140718	FTO	79068	FTO
ENSG00000261630	RP11-357N13.3		RP11-357N13.3
ENSG00000280392	RP11-357N13.6		RP11-357N13.6
ENSG00000260936	FTO-IT1	100505692	FTO-IT1
ENSG00000280454	AC007347.1		AC007347.1
ENSG00000087245	MMP2	4313	MMP2
ENSG00000260135	RP11-212I21.2		RP11-212I21.2
ENSG00000087253	LPCAT2	54947	LPCAT2
ENSG00000198848	CES1	1066	CES1
ENSG00000246379	RP11-461O7.1		RP11-461O7.1
ENSG00000087258	GNAO1	2775	GNAO1
ENSG00000159461	AMFR	267	AMFR
ENSG00000167005	NUDT21	11051	NUDT21
ENSG00000087263	OGFOD1	55239	OGFOD1
ENSG00000125124	BBS2	583	BBS2
ENSG00000125148	MT2A	4502	MT2A
ENSG00000169715	MT1E	4493	MT1E
ENSG00000198417	MT1F	4494	MT1F
ENSG00000125144	MT1G	4495	MT1G
ENSG00000205358	MT1H	4496	MT1H
ENSG00000187193	MT1X	4501	MT1X
ENSG00000102900	NUP93	9688	NUP93
ENSG00000051108	HERPUD1	9709	HERPUD1
ENSG00000261270	RP11-325K4.3		RP11-325K4.3
ENSG00000140853	NLRC5	84166	NLRC5
ENSG00000140848	CPNE2	221184	CPNE2
ENSG00000172775	FAM192A	80011	FAM192A
ENSG00000159579	RSPRY1	89970	RSPRY1
ENSG00000102934	PLLP	51090	PLLP
ENSG00000102962	CCL22	6367	CCL22
ENSG00000005194	CIAPIN1	57019	CIAPIN1
ENSG00000088682	COQ9	57017	COQ9
ENSG00000102978	POLR2C	5432	POLR2C
ENSG00000125170	DOK4	55715	DOK4
ENSG00000205336	ADGRG1	9289	ADGRG1
ENSG00000140859	KIFC3	3801	KIFC3
ENSG00000103005	USB1	79650	USB1
ENSG00000070770	CSNK2A2	1459	CSNK2A2
ENSG00000181938	GINS3	64785	GINS3
ENSG00000103034	NDRG4	65009	NDRG4
ENSG00000103037	SETD6	79918	SETD6
ENSG00000125107	CNOT1	23019	CNOT1
ENSG00000276259	RP11-481J2.4		RP11-481J2.4
ENSG00000279816	AC010287.1		AC010287.1
ENSG00000103042	SLC38A7	55238	SLC38A7
ENSG00000125166	GOT2	2806	GOT2
ENSG00000224631	RP11-51O6.1		RP11-51O6.1
ENSG00000150394	CDH8	1006	CDH8
ENSG00000201289	RN7SKP76		RN7SKP76
ENSG00000279225	RP11-2K6.1		RP11-2K6.1
ENSG00000140937	CDH11	1009	CDH11
ENSG00000179776	CDH5	1003	CDH5
ENSG00000166548	TK2	7084	TK2
ENSG00000217555	CKLF	51192	CKLF
ENSG00000183723	CMTM4	146223	CMTM4
ENSG00000135720	DYNC1LI2	1783	DYNC1LI2
ENSG00000260558	RP11-63M22.1		RP11-63M22.1
ENSG00000249961	CCDC79	283847	CCDC79
ENSG00000159593	NAE1	8883	NAE1
ENSG00000172840	PDP2	57546	PDP2
ENSG00000166595	FAM96B	51647	FAM96B
ENSG00000172831	CES2	8824	CES2
ENSG00000280416	RP11-361L15.3		RP11-361L15.3
ENSG00000172828	CES3	23491	CES3
ENSG00000067955	CBFB	865	CBFB
ENSG00000125149	C16orf70	80262	C16orf70
ENSG00000140939	NOL3	8996	NOL3
ENSG00000196123	KIAA0895L	653319	KIAA0895L
ENSG00000205250	E2F4	1874	E2F4
ENSG00000280163	CTC-277H1.6		CTC-277H1.6
ENSG00000168701	TMEM208	29100	TMEM208
ENSG00000135723	FHOD1	29109	FHOD1
ENSG00000262691	CTC-277H1.7		CTC-277H1.7
ENSG00000168676	KCTD19	146212	KCTD19
ENSG00000201201	RN7SKP118		RN7SKP118
ENSG00000159708	LRRC36	55282	LRRC36
ENSG00000176387	HSD11B2	3291	HSD11B2
ENSG00000159720	ATP6V0D1	9114	ATP6V0D1
ENSG00000270049	RP11-297D21.4		RP11-297D21.4
ENSG00000039523	FAM65A	79567	FAM65A
ENSG00000260894	CTD-2012K14.4		CTD-2012K14.4
ENSG00000280214	CTD-2012K14.5		CTD-2012K14.5
ENSG00000102974	CTCF	10664	CTCF
ENSG00000141098	GFOD2	81577	GFOD2
ENSG00000141084	RANBP10	57610	RANBP10
ENSG00000102901	CENPT	80152	CENPT
ENSG00000102898	NUTF2	10204	NUTF2
ENSG00000038358	EDC4	23644	EDC4
ENSG00000205220	PSMB10	5699	PSMB10
ENSG00000124067	SLC12A4	6560	SLC12A4
ENSG00000261864	RP11-67A1.2		RP11-67A1.2
ENSG00000072736	NFATC3	4775	NFATC3
ENSG00000240435	RPS12P27	100271552	RPS12P27
ENSG00000260891	RP11-96D1.5		RP11-96D1.5
ENSG00000263276	RP11-96D1.10		RP11-96D1.10
ENSG00000262160	RP11-96D1.11		RP11-96D1.11
ENSG00000103067	ESRP2	80004	ESRP2
ENSG00000103066	PLA2G15	23659	PLA2G15
ENSG00000103064	SLC7A6	9057	SLC7A6
ENSG00000103061	SLC7A6OS	84138	SLC7A6OS
ENSG00000279649	RP11-96D1.8		RP11-96D1.8
ENSG00000132600	PRMT7	54496	PRMT7
ENSG00000103056	SMPD3	55512	SMPD3
ENSG00000279693	RP11-71L14.3		RP11-71L14.3
ENSG00000184939	ZFP90	146198	ZFP90
ENSG00000275383	RP11-615I2.6		RP11-615I2.6
ENSG00000039068	CDH1	999	CDH1
ENSG00000103047	TANGO6	79613	TANGO6
ENSG00000168802	CHTF8	54921	CHTF8
ENSG00000141076	CIRH1A	84916	CIRH1A
ENSG00000168807	SNTB2	6645	SNTB2
ENSG00000132612	VPS4A	27183	VPS4A
ENSG00000213380	COG8	84342	COG8
ENSG00000132603	NIP7	51388	NIP7
ENSG00000132604	TERF2	7014	TERF2
ENSG00000103018	CYB5B	80777	CYB5B
ENSG00000102908	NFAT5	10725	NFAT5
ENSG00000260772	RP11-311C24.1		RP11-311C24.1
ENSG00000181019	NQO1	1728	NQO1
ENSG00000198373	WWP2	11060	WWP2
ENSG00000196696	PDXDC2P	283970	PDXDC2P
ENSG00000255185	PDXDC2P	283970	PDXDC2P
ENSG00000090857	PDPR	55066	PDPR
ENSG00000261556	SMG1P7	100506060	SMG1P7
ENSG00000223496	EXOSC6	118460	EXOSC6
ENSG00000090861	AARS	16	AARS
ENSG00000157349	DDX19B	11269	DDX19B
ENSG00000168872	DDX19A	55308	DDX19A
ENSG00000157350	ST3GAL2	6483	ST3GAL2
ENSG00000157353	FUK	197258	FUK
ENSG00000103051	COG4	25839	COG4
ENSG00000189091	SF3B3	23450	SF3B3
ENSG00000132613	MTSS1L	92154	MTSS1L
ENSG00000103043	VAC14	55697	VAC14
ENSG00000279123	RP11-424M24.3		RP11-424M24.3
ENSG00000157423	HYDIN	54768	HYDIN
ENSG00000180917	CMTR2	55783	CMTR2
ENSG00000167377	ZNF23	7571	ZNF23
ENSG00000157429	ZNF19	7567	ZNF19
ENSG00000140832	MARVELD3	91862	MARVELD3
ENSG00000040199	PHLPP2	23035	PHLPP2
ENSG00000166747	AP1G1	164	AP1G1
ENSG00000283057	RP11-417N10.5		RP11-417N10.5
ENSG00000224470	ATXN1L	342371	ATXN1L
ENSG00000182149	IST1	9798	IST1
ENSG00000261765	RP11-498D10.3		RP11-498D10.3
ENSG00000264079	AC009127.1		AC009127.1
ENSG00000102967	DHODH	1723	DHODH
ENSG00000140830	TXNL4B	54957	TXNL4B
ENSG00000260252	RP11-384M15.3		RP11-384M15.3
ENSG00000140829	DHX38	9785	DHX38
ENSG00000280264	AC004158.1		AC004158.1
ENSG00000140836	ZFHX3	463	ZFHX3
ENSG00000280092	AC002044.3		AC002044.3
ENSG00000272250	RP11-346C20.4		RP11-346C20.4
ENSG00000258779	LINC01568	100506172	LINC01568
ENSG00000103035	PSMD7	5713	PSMD7
ENSG00000259972	AC009120.6		AC009120.6
ENSG00000260884	AC009120.5		AC009120.5
ENSG00000214331	RP11-252A24.2		RP11-252A24.2
ENSG00000090863	GLG1	2734	GLG1
ENSG00000168411	RFWD3	55159	RFWD3
ENSG00000168404	MLKL	197259	MLKL
ENSG00000103089	FA2H	79152	FA2H
ENSG00000103091	WDR59	79726	WDR59
ENSG00000186187	ZNRF1	84937	ZNRF1
ENSG00000050820	BCAR1	9564	BCAR1
ENSG00000153774	CFDP1	10428	CFDP1
ENSG00000166822	TMEM170A	124491	TMEM170A
ENSG00000183196	CHST6	4166	CHST6
ENSG00000135702	CHST5	23563	CHST5
ENSG00000205084	TMEM231	79583	TMEM231
ENSG00000034713	GABARAPL2	11345	GABARAPL2
ENSG00000065457	ADAT1	23536	ADAT1
ENSG00000065427	KARS	3735	KARS
ENSG00000166848	TERF2IP	54386	TERF2IP
ENSG00000103111	MON1B	22879	MON1B
ENSG00000216131	AC025284.1		AC025284.1
ENSG00000278926	RP11-264M12.4		RP11-264M12.4
ENSG00000186153	WWOX	51741	WWOX
ENSG00000260733	RP11-264L1.4		RP11-264L1.4
ENSG00000279129	RP11-264L1.2		RP11-264L1.2
ENSG00000280274	RP11-556H2.1		RP11-556H2.1
ENSG00000178573	MAF	4094	MAF
ENSG00000261390	MAFTRR	102467146	MAFTRR
ENSG00000166446	CDYL2	124359	CDYL2
ENSG00000103121	CMC2	56942	CMC2
ENSG00000261061	RP11-303E16.2		RP11-303E16.2
ENSG00000166454	ATMIN	23300	ATMIN
ENSG00000260643	RP11-303E16.8		RP11-303E16.8
ENSG00000166473	PKD1L2	114780	PKD1L2
ENSG00000135697	BCO1	53630	BCO1
ENSG00000280182	RP11-626G3.1		RP11-626G3.1
ENSG00000260495	RP11-55K13.1		RP11-55K13.1
ENSG00000261609	GAN	8139	GAN
ENSG00000153815	CMIP	80790	CMIP
ENSG00000279021	RP11-391L3.4		RP11-391L3.4
ENSG00000260229	RP11-391L3.5		RP11-391L3.5
ENSG00000279476	RP11-391L3.3		RP11-391L3.3
ENSG00000279841	RP11-274A11.4		RP11-274A11.4
ENSG00000197943	PLCG2	5336	PLCG2
ENSG00000260682	RN7SKP176		RN7SKP176
ENSG00000184860	SDR42E1	93517	SDR42E1
ENSG00000086696	HSD17B2	3294	HSD17B2
ENSG00000135698	MPHOSPH6	10200	MPHOSPH6
ENSG00000264502	AC024590.1		AC024590.1
ENSG00000140945	CDH13	1012	CDH13
ENSG00000263360	RN7SL134P		RN7SL134P
ENSG00000230989	HSBP1	3281	HSBP1
ENSG00000103150	MLYCD	23417	MLYCD
ENSG00000140943	MBTPS1	8720	MBTPS1
ENSG00000103160	HSDL1	83693	HSDL1
ENSG00000154099	DNAAF1	123872	DNAAF1
ENSG00000103168	TAF1C	9013	TAF1C
ENSG00000103175	WFDC1	58189	WFDC1
ENSG00000064270	ATP2C2	9914	ATP2C2
ENSG00000140950	TLDC1	57707	TLDC1
ENSG00000103187	COTL1	23406	COTL1
ENSG00000261471	RP11-61F12.1		RP11-61F12.1
ENSG00000135686	KLHL36	79786	KLHL36
ENSG00000103194	USP10	9100	USP10
ENSG00000103196	CRISPLD2	83716	CRISPLD2
ENSG00000265249	AC025280.1		AC025280.1
ENSG00000153786	ZDHHC7	55625	ZDHHC7
ENSG00000270124	RP11-118F19.1		RP11-118F19.1
ENSG00000260417	CTD-2542L18.1		CTD-2542L18.1
ENSG00000131149	GSE1	23199	GSE1
ENSG00000263968	RN7SL381P		RN7SL381P
ENSG00000131148	EMC8	10328	EMC8
ENSG00000131143	COX4I1	1327	COX4I1
ENSG00000140968	IRF8	3394	IRF8
ENSG00000268388	FENDRR	400550	FENDRR
ENSG00000103241	FOXF1	2294	FOXF1
ENSG00000103248	MTHFSD	64779	MTHFSD
ENSG00000103264	FBXO31	79791	FBXO31
ENSG00000140941	MAP1LC3B	81631	MAP1LC3B
ENSG00000261592	RP11-178L8.3		RP11-178L8.3
ENSG00000140948	ZCCHC14	23174	ZCCHC14
ENSG00000104731	KLHDC4	54758	KLHDC4
ENSG00000174990	CA5A	763	CA5A
ENSG00000172530	BANP	54971	BANP
ENSG00000261327	RP11-863P13.3		RP11-863P13.3
ENSG00000158545	ZC3H18	124245	ZC3H18
ENSG00000167508	MVD	4597	MVD
ENSG00000103335	PIEZO1	9780	PIEZO1
ENSG00000141012	GALNS	2588	GALNS
ENSG00000167515	TRAPPC2L	51693	TRAPPC2L
ENSG00000176715	ACSF3	197322	ACSF3
ENSG00000259877	RP11-46C24.7		RP11-46C24.7
ENSG00000167522	ANKRD11	29123	ANKRD11
ENSG00000197912	SPG7	6687	SPG7
ENSG00000274627	RP11-104N10.2		RP11-104N10.2
ENSG00000167526	RPL13	6137	RPL13
ENSG00000015413	DPEP1	1800	DPEP1
ENSG00000131165	CHMP1A	5119	CHMP1A
ENSG00000167523	SPATA33	124045	SPATA33
ENSG00000185324	CDK10	8558	CDK10
ENSG00000275734	RP11-368I7.6		RP11-368I7.6
ENSG00000158805	ZNF276	92822	ZNF276
ENSG00000187741	FANCA	2175	FANCA
ENSG00000204991	SPIRE2	84501	SPIRE2
ENSG00000141002	TCF25	22980	TCF25
ENSG00000258839	MC1R	4157	MC1R
ENSG00000140995	DEF8	54849	DEF8
ENSG00000223959	AFG3L1P	172	AFG3L1P
ENSG00000141013	GAS8	2622	GAS8
ENSG00000260528	FAM157C	100996541	FAM157C
ENSG00000260507	RP11-356C4.3		RP11-356C4.3
ENSG00000261172	RP11-356C4.5		RP11-356C4.5
ENSG00000260923	AC137934.1		AC137934.1
ENSG00000183688	FAM101B	359845	FAM101B
ENSG00000141252	VPS53	55275	VPS53
ENSG00000179409	GEMIN4	50628	GEMIN4
ENSG00000167699	GLOD4	51031	GLOD4
ENSG00000262228	RP11-676J12.4		RP11-676J12.4
ENSG00000167693	NXN	64359	NXN
ENSG00000159842	ABR	29	ABR
ENSG00000108953	YWHAE	7531	YWHAE
ENSG00000167193	CRK	1398	CRK
ENSG00000197879	MYO1C	4641	MYO1C
ENSG00000132376	INPP5K	51763	INPP5K
ENSG00000174238	PITPNA	5306	PITPNA
ENSG00000167703	SLC43A2	124935	SLC43A2
ENSG00000174231	PRPF8	10594	PRPF8
ENSG00000185561	TLCD2	727910	TLCD2
ENSG00000186594	MIR22HG	84981	MIR22HG
ENSG00000132386	SERPINF1	5176	SERPINF1
ENSG00000186532	SMYD4	114826	SMYD4
ENSG00000132383	RPA1	6117	RPA1
ENSG00000108963	DPH1	1801	DPH1
ENSG00000262533	RP11-667K14.4		RP11-667K14.4
ENSG00000177374	HIC1	3090	HIC1
ENSG00000070366	SMG6	23293	SMG6
ENSG00000265777	RN7SL624P		RN7SL624P
ENSG00000280242	RP5-1037N22.2		RP5-1037N22.2
ENSG00000167720	SRR	63826	SRR
ENSG00000167721	TSR1	55720	TSR1
ENSG00000141258	SGSM2	9905	SGSM2
ENSG00000070444	MNT	4335	MNT
ENSG00000127804	METTL16	79066	METTL16
ENSG00000243049	RN7SL33P		RN7SL33P
ENSG00000007168	PAFAH1B1	5048	PAFAH1B1
ENSG00000279432	RP11-135N5.3		RP11-135N5.3
ENSG00000132361	CLUH	23277	CLUH
ENSG00000132359	RAP1GAP2	23108	RAP1GAP2
ENSG00000108381	ASPA	443	ASPA
ENSG00000167723	TRPV3	162514	TRPV3
ENSG00000196689	TRPV1	7442	TRPV1
ENSG00000261916	RP11-235E17.4		RP11-235E17.4
ENSG00000197417	SHPK	23729	SHPK
ENSG00000213977	TAX1BP3	30851	TAX1BP3
ENSG00000083457	ITGAE	3682	ITGAE
ENSG00000262692	CTD-3195I5.3		CTD-3195I5.3
ENSG00000074356	NCBP3		NCBP3
ENSG00000074370	ATP2A3	489	ATP2A3
ENSG00000074755	ZZEF1	23140	ZZEF1
ENSG00000185722	ANKFY1	51479	ANKFY1
ENSG00000263219	RYKP1	6260	RYKP1
ENSG00000132388	UBE2G1	7326	UBE2G1
ENSG00000261868	MFSD1P1	100313532	MFSD1P1
ENSG00000263882	RN7SL774P		RN7SL774P
ENSG00000262823	RP13-580F15.2		RP13-580F15.2
ENSG00000132382	MYBBP1A	10514	MYBBP1A
ENSG00000167741	GGT6	124975	GGT6
ENSG00000141456	PELP1	27043	PELP1
ENSG00000213939	RP11-314A20.1		RP11-314A20.1
ENSG00000141480	ARRB2	409	ARRB2
ENSG00000161920	MED11	400569	MED11
ENSG00000161921	CXCL16	58191	CXCL16
ENSG00000141497	ZMYND15	84225	ZMYND15
ENSG00000142484	TM4SF5	9032	TM4SF5
ENSG00000280254	RP11-81A22.4		RP11-81A22.4
ENSG00000142507	PSMB6	5694	PSMB6
ENSG00000129219	PLD2	5338	PLD2
ENSG00000141503	MINK1	50488	MINK1
ENSG00000264113	RN7SL784P		RN7SL784P
ENSG00000108528	SLC25A11	8402	SLC25A11
ENSG00000108523	RNF167	26001	RNF167
ENSG00000108518	PFN1	5216	PFN1
ENSG00000108515	ENO3	2027	ENO3
ENSG00000091640	SPAG7	9552	SPAG7
ENSG00000108509	CAMTA2	23125	CAMTA2
ENSG00000129250	KIF1C	10749	KIF1C
ENSG00000132517	SLC52A1	55065	SLC52A1
ENSG00000180787	ZFP3	124961	ZFP3
ENSG00000180626	ZNF594	84622	ZNF594
ENSG00000161929	SCIMP	388325	SCIMP
ENSG00000263164	RP11-333E1.2		RP11-333E1.2
ENSG00000029725	RABEP1	9135	RABEP1
ENSG00000108559	NUP88	4927	NUP88
ENSG00000129197	RPAIN	84268	RPAIN
ENSG00000263272	CTC-524C5.2		CTC-524C5.2
ENSG00000108561	C1QBP	708	C1QBP
ENSG00000072849	DERL2	51009	DERL2
ENSG00000167842	MIS12	79003	MIS12
ENSG00000091592	NLRP1	22861	NLRP1
ENSG00000091622	PITPNM3	83394	PITPNM3
ENSG00000274860	Metazoa_SRP		Metazoa_SRP
ENSG00000198920	KIAA0753	9851	KIAA0753
ENSG00000129235	TXNDC17	84817	TXNDC17
ENSG00000108590	MED31	51003	MED31
ENSG00000274114	CTC-281F24.3		CTC-281F24.3
ENSG00000132530	XAF1	54739	XAF1
ENSG00000279296	RP11-609D21.3		RP11-609D21.3
ENSG00000262943	ALOX12P2	245	ALOX12P2
ENSG00000215067	ALOX12-AS1	100506713	ALOX12-AS1
ENSG00000219200	RNASEK	440400	RNASEK
ENSG00000258315	C17orf49	124944	C17orf49
ENSG00000132535	DLG4	1742	DLG4
ENSG00000072778	ACADVL	37	ACADVL
ENSG00000004975	DVL2	1856	DVL2
ENSG00000170296	GABARAP	11337	GABARAP
ENSG00000175826	CTDNEP1	23399	CTDNEP1
ENSG00000170291	ELP5	23587	ELP5
ENSG00000181885	CLDN7	1366	CLDN7
ENSG00000181856	SLC2A4	6517	SLC2A4
ENSG00000132507	EIF5A	1984	EIF5A
ENSG00000132522	GPS2	2874	GPS2
ENSG00000215041	NEURL4	84461	NEURL4
ENSG00000072818	ACAP1	9744	ACAP1
ENSG00000213859	KCTD11	147040	KCTD11
ENSG00000281080	Metazoa_SRP		Metazoa_SRP
ENSG00000205544	TMEM256	254863	TMEM256
ENSG00000169992	NLGN2	57555	NLGN2
ENSG00000170175	CHRNB1	1140	CHRNB1
ENSG00000174282	ZBTB4	57659	ZBTB4
ENSG00000181222	POLR2A	5430	POLR2A
ENSG00000161955	TNFSF13	8741	TNFSF13
ENSG00000161956	SENP3	26168	SENP3
ENSG00000161960	EIF4A1	1973	EIF4A1
ENSG00000209582	SNORA48	652965	SNORA48
ENSG00000129226	CD68	968	CD68
ENSG00000129255	MPDU1	9526	MPDU1
ENSG00000129245	FXR2	9513	FXR2
ENSG00000141504	SAT2	112483	SAT2
ENSG00000129244	ATP1B2	482	ATP1B2
ENSG00000141510	TP53	7157	TP53
ENSG00000262251	RP11-199F11.2		RP11-199F11.2
ENSG00000132510	KDM6B	23135	KDM6B
ENSG00000182224	CYB5D1	124637	CYB5D1
ENSG00000280046	RP11-1099M24.6		RP11-1099M24.6
ENSG00000170004	CHD3	1107	CHD3
ENSG00000179859	AC025335.1		AC025335.1
ENSG00000170043	TRAPPC1	58485	TRAPPC1
ENSG00000170037	CNTROB	116840	CNTROB
ENSG00000179094	PER1	5187	PER1
ENSG00000220205	VAMP2	6844	VAMP2
ENSG00000178999	AURKB	9212	AURKB
ENSG00000178971	CTC1	80169	CTC1
ENSG00000178921	PFAS	5198	PFAS
ENSG00000265749	RP11-849F2.5		RP11-849F2.5
ENSG00000161970	RPL26	6154	RPL26
ENSG00000166579	NDEL1	81565	NDEL1
ENSG00000133026	MYH10	4628	MYH10
ENSG00000141506	PIK3R5	23533	PIK3R5
ENSG00000170310	STX8	9482	STX8
ENSG00000225751	AC087501.1		AC087501.1
ENSG00000262815	RP11-565F19.4		RP11-565F19.4
ENSG00000271851	RP11-565F19.2		RP11-565F19.2
ENSG00000065325	GLP2R	9340	GLP2R
ENSG00000007237	GAS7	8522	GAS7
ENSG00000264067	RP11-401O9.3		RP11-401O9.3
ENSG00000109063	MYH3	4621	MYH3
ENSG00000133028	SCO1	6341	SCO1
ENSG00000170222	ADPRM	56985	ADPRM
ENSG00000187824	TMEM220	388335	TMEM220
ENSG00000264176	MAGOH2P	100506898	MAGOH2P
ENSG00000263429	LINC00675	100289255	LINC00675
ENSG00000065559	MAP2K4	6416	MAP2K4
ENSG00000252707	RNU11-2P		RNU11-2P
ENSG00000263648	RP11-471L13.3		RP11-471L13.3
ENSG00000141052	MYOCD	93649	MYOCD
ENSG00000265489	RP11-1090M7.1		RP11-1090M7.1
ENSG00000006740	ARHGAP44	9912	ARHGAP44
ENSG00000006744	ELAC2	60528	ELAC2
ENSG00000236088	COX10-AS1	100874058	COX10-AS1
ENSG00000265494	RP11-131K5.2		RP11-131K5.2
